id,name,alt,path
1,Assent-Form-Template,,Files/Other/provost/Assent-Form-Template.docx
2,Applying-for-and-Managing-Grants-at-RU---revised,,Files/Other/provost/grants-office/Applying-for-and-Managing-Grants-at-RU---revised.pptx
3,Parent-For-Child-Consent-Form-Template,,Files/Other/provost/Parent-For-Child-Consent-Form-Template.docx
4,ROOSEVELT-UNIVERSITY---Sample-Informed-Consent-Form,,Files/Other/provost/ROOSEVELT-UNIVERSITY---Sample-Informed-Consent-Form.docx
5,ROOSEVELT-UNIVERSITY-Parental-Consent-Sample,,Files/Other/provost/ROOSEVELT-UNIVERSITY-Parental-Consent-Sample.docx
6,Program-Evaluation,,Files/Other/provost/study-abroad/Program-Evaluation.docx
7,OL Application 2018,,Files/Other/student-life/OL Application 2018.doc
8,SLA Nomination,,Files/Other/student-life/SLA Nomination.docx
9,ATRU-CEO-Position-Profile-071719,,Files/pdfs/_internal/ATRU-CEO-Position-Profile-071719.pdf
10,Bi-Weekly-Pay-Period-Pay-Date-Calendar,,Files/pdfs/_internal/business-office/Bi-Weekly-Pay-Period-Pay-Date-Calendar.pdf
11,Insurance-Requirements,,Files/pdfs/_internal/business-office/Insurance-Requirements.pdf
12,petty-cash-voucher,,Files/pdfs/_internal/business-office/petty-cash-voucher.pdf
13,TimesheetBlank,,Files/pdfs/_internal/business-office/TimesheetBlank.pdf
14,UniversitySponsoredStudentTravel,,Files/pdfs/_internal/business-office/UniversitySponsoredStudentTravel.pdf
15,Affidavit-of-Support,,Files/pdfs/admission/Affidavit-of-Support.pdf
16,AcademicRenewal,,Files/pdfs/advising/AcademicRenewal.pdf
17,ReinstatementPetition,,Files/pdfs/advising/ReinstatementPetition.pdf
18,Accounting-Resume,,Files/pdfs/career/Accounting-Resume.pdf
19,Action-Verbs,,Files/pdfs/career/Action-Verbs.pdf
20,Biology-resume-example,,Files/pdfs/career/Biology-resume-example.pdf
21,Career-Fair-Prep-Guide,,Files/pdfs/career/Career-Fair-Prep-Guide.pdf
22,Computer-Science-Resume,,Files/pdfs/career/Computer-Science-Resume.pdf
23,Entry-Level-Internship,,Files/pdfs/career/Entry-Level-Internship.pdf
24,Entry-Level-Student,,Files/pdfs/career/Entry-Level-Student.pdf
25,Experienced-Grad-Student-Cover-Letter,,Files/pdfs/career/Experienced-Grad-Student-Cover-Letter.pdf
26,First-Year-Student-Example,,Files/pdfs/career/First-Year-Student-Example.pdf
27,Freshman-Cover-Letter,,Files/pdfs/career/Freshman-Cover-Letter.pdf
28,GPSRequirements,,Files/pdfs/career/GPSRequirements.pdf
29,Informational-Interview,,Files/pdfs/career/Informational-Interview.pdf
30,Internship-Cover-Letter,,Files/pdfs/career/Internship-Cover-Letter.pdf
31,MBA-Human-Resources,,Files/pdfs/career/MBA-Human-Resources.pdf
32,New-or-Recent-Grad-Cover-Letter,,Files/pdfs/career/New-or-Recent-Grad-Cover-Letter.pdf
33,Psychology-major,,Files/pdfs/career/Psychology-major.pdf
34,RUAccess-TimeSheets-instructions,,Files/pdfs/career/RUAccess-TimeSheets-instructions.pdf
35,Sample-Thank-You-Email-Letter,,Files/pdfs/career/Sample-Thank-You-Email-Letter.pdf
36,Student-Hiring--Student-Perspective,,Files/pdfs/career/Student-Hiring--Student-Perspective.pdf
37,StudentEmploymentHandbook,,Files/pdfs/career/StudentEmploymentHandbook.pdf
38,BMLA-application,,Files/pdfs/college-cas/drake/BMLA-application.pdf
39,BMLA-Emergency-Contact-Form,,Files/pdfs/college-cas/drake/BMLA-Emergency-Contact-Form.pdf
40,BMLA-Wavier-Form,,Files/pdfs/college-cas/drake/BMLA-Wavier-Form.pdf
41,MinkovGreatIdeasFall2009,,Files/pdfs/college-cas/montesquieu/MinkovGreatIdeasFall2009.pdf
42,MinkovPHIL250HistoryofPhilosophyFall2012,,Files/pdfs/college-cas/montesquieu/MinkovPHIL250HistoryofPhilosophyFall2012.pdf
43,MinkovPHIL250MedievalPoliticalPhilosophyFall2010,,Files/pdfs/college-cas/montesquieu/MinkovPHIL250MedievalPoliticalPhilosophyFall2010.pdf
44,MinkovPHIL250OnHappinessSpring2012,,Files/pdfs/college-cas/montesquieu/MinkovPHIL250OnHappinessSpring2012.pdf
45,MinkovPHIL331PhilosophyofNatureFall2014,,Files/pdfs/college-cas/montesquieu/MinkovPHIL331PhilosophyofNatureFall2014.pdf
46,WarnerACP110Spring2013,,Files/pdfs/college-cas/montesquieu/WarnerACP110Spring2013.pdf
47,WarnerACP110Spring2014,,Files/pdfs/college-cas/montesquieu/WarnerACP110Spring2014.pdf
48,WarnerPHIL101IntroductiontoPhilosophy,,Files/pdfs/college-cas/montesquieu/WarnerPHIL101IntroductiontoPhilosophy.pdf
49,WarnerPHIL350PhilosophyinFilmFall2012,,Files/pdfs/college-cas/montesquieu/WarnerPHIL350PhilosophyinFilmFall2012.pdf
50,WarnerPHIL370PlatosRepublicFall2011,,Files/pdfs/college-cas/montesquieu/WarnerPHIL370PlatosRepublicFall2011.pdf
51,WarnerPHIL371HerodotussHistorySpring20092ndversion,,Files/pdfs/college-cas/montesquieu/WarnerPHIL371HerodotussHistorySpring20092ndversion.pdf
52,WarnerPHIL373MontaignesEssaysFall2010,,Files/pdfs/college-cas/montesquieu/WarnerPHIL373MontaignesEssaysFall2010.pdf
53,Fall-Day-Schedule,,Files/pdfs/college-cas/paralegal/Fall-Day-Schedule.pdf
54,Fall-Eve-Schedule,,Files/pdfs/college-cas/paralegal/Fall-Eve-Schedule.pdf
55,IPA-Scholarship-Application,,Files/pdfs/college-cas/paralegal/IPA-Scholarship-Application.pdf
56,IPA-Scholarship-Rubric,,Files/pdfs/college-cas/paralegal/IPA-Scholarship-Rubric.pdf
57,IPA-Scholarship-rules,,Files/pdfs/college-cas/paralegal/IPA-Scholarship-rules.pdf
58,ParalegalStudiesGainfulEmploymentDisclosure,,Files/pdfs/college-cas/paralegal/ParalegalStudiesGainfulEmploymentDisclosure.pdf
59,SCH-Fall-Schedule,,Files/pdfs/college-cas/paralegal/SCH-Fall-Schedule.pdf
60,Spring-Day-Schedule,,Files/pdfs/college-cas/paralegal/Spring-Day-Schedule.pdf
61,Spring-Eve-Schedule,,Files/pdfs/college-cas/paralegal/Spring-Eve-Schedule.pdf
62,Tuition-Fees-Paralegal-PostBac-Cert,,Files/pdfs/college-cas/paralegal/Tuition-Fees-Paralegal-PostBac-Cert.pdf
63,PastRUMathColloquium,,Files/pdfs/college-cas/PastRUMathColloquium.pdf
64,PsyDrequireddata,,Files/pdfs/college-cas/PsyDrequireddata.pdf
65,PsyDStudentManual,,Files/pdfs/college-cas/PsyDStudentManual.pdf
66,Audition-Requirements,,Files/pdfs/college-ccpa/Audition-Requirements.pdf
67,CCPA-Student-Handbook-Supplement,,Files/pdfs/college-ccpa/CCPA-Student-Handbook-Supplement.pdf
68,DVD-Request-Form,,Files/pdfs/college-ccpa/DVD-Request-Form.pdf
69,Kickoff-Week-Schedule-Music-Conservatory,,Files/pdfs/college-ccpa/Kickoff-Week-Schedule-Music-Conservatory.pdf
70,Kickoff-Week-Schedule-Theatre-Conservatory,,Files/pdfs/college-ccpa/Kickoff-Week-Schedule-Theatre-Conservatory.pdf
71,MUSIC-C-HANDBOOK,,Files/pdfs/college-ccpa/MUSIC-C-HANDBOOK.pdf
72,NASM-PAMA-Hearing-Health-for-Students,,Files/pdfs/college-ccpa/NASM-PAMA-Hearing-Health-for-Students.pdf
73,NASM-PAMA-Neuromusculoskeletal-Health,,Files/pdfs/college-ccpa/NASM-PAMA-Neuromusculoskeletal-Health.pdf
74,NASM-PAMA-Vocal-Health,,Files/pdfs/college-ccpa/NASM-PAMA-Vocal-Health.pdf
75,Out-of-the-Casting-Pool,,Files/pdfs/college-ccpa/Out-of-the-Casting-Pool.pdf
76,SoloCompetitionEntryForm,,Files/pdfs/college-ccpa/SoloCompetitionEntryForm.pdf
77,SoloCompetitionRepertoire,,Files/pdfs/college-ccpa/SoloCompetitionRepertoire.pdf
78,Transfer-Acknowledgement-Form-NASM,,Files/pdfs/college-ccpa/Transfer-Acknowledgement-Form-NASM.pdf
79,2018cohort,,Files/pdfs/college-cob/2018cohort.pdf
80,Bloomberg-Market-Concepts-An-Introduction-to-Finance-Powered-by-Bloomberg,,Files/pdfs/college-cob/Bloomberg-Market-Concepts-An-Introduction-to-Finance-Powered-by-Bloomberg.pdf
81,CCCF-Annual-Report_2016_2017,,Files/pdfs/college-cob/CCCF-Annual-Report_2016_2017.pdf
82,CCCF-Annual-Report-Fall-2018,,Files/pdfs/college-cob/CCCF-Annual-Report-Fall-2018.pdf
83,CCCFFellowsAnnualReport20,,Files/pdfs/college-cob/CCCFFellowsAnnualReport20.pdf
84,Executive-Master-of-Hospitality-and-Tourism-Management,,Files/pdfs/college-cob/fact-sheets/Executive-Master-of-Hospitality-and-Tourism-Management.pdf
85,MA-Strategy-and-Leadership,,Files/pdfs/college-cob/fact-sheets/MA-Strategy-and-Leadership.pdf
86,MS-Hospitality-and-Tourism-Management,,Files/pdfs/college-cob/fact-sheets/MS-Hospitality-and-Tourism-Management.pdf
87,Graduate-Programs-Student-Learning-Outcomes,,Files/pdfs/college-cob/Graduate-Programs-Student-Learning-Outcomes.pdf
88,kickoffevent,,Files/pdfs/college-cob/kickoffevent.pdf
89,MB-Institute-of-Real-Estate-FERPA,,Files/pdfs/college-cob/MB-Institute-of-Real-Estate-FERPA.pdf
90,PDFHEEFSp16,,Files/pdfs/college-cob/PDFHEEFSp16.pdf
91,ARESAp16,,Files/pdfs/college-cob/real-estate/ARESAp16.pdf
92,CARMBIREAP,,Files/pdfs/college-cob/real-estate/CARMBIREAP.pdf
93,LostinPlace124,,Files/pdfs/college-cob/real-estate/LostinPlace124.pdf
94,MBIRE-Scholarship-Application,,Files/pdfs/college-cob/real-estate/MBIRE-Scholarship-Application.pdf
95,MBIRE-Sponsorship-Brochure,,Files/pdfs/college-cob/real-estate/MBIRE-Sponsorship-Brochure.pdf
96,Real-Estate-Gala-2016-Final-ProgramNov102016,,Files/pdfs/college-cob/real-estate/Real-Estate-Gala-2016-Final-ProgramNov102016.pdf
97,Real-Estate-Gala-Sponsors-flyer,,Files/pdfs/college-cob/real-estate/Real-Estate-Gala-Sponsors-flyer.pdf
98,UndergradScholarshipsApplication-BSBA-RE,,Files/pdfs/college-cob/real-estate/UndergradScholarshipsApplication-BSBA-RE.pdf
99,RoldanFactsheet,,Files/pdfs/college-cob/RoldanFactsheet.pdf
100,Undergraduate-Programs-Student-Learning-Outcomes,,Files/pdfs/college-cob/Undergraduate-Programs-Student-Learning-Outcomes.pdf
101,Partnership-Services-Brochure,,Files/pdfs/college-coe/Partnership-Services-Brochure.pdf
102,COP-Scholarship-Terms-and-Conditions,,Files/pdfs/college-cop/COP-Scholarship-Terms-and-Conditions.pdf
103,pharmd-factsheet,,Files/pdfs/college-cop/fact-sheets/pharmd-factsheet.pdf
104,Immunization_Instructions_and_Form,,Files/pdfs/college-cop/Immunization_Instructions_and_Form.pdf
105,Immunization-Requirements-Chart,,Files/pdfs/college-cop/Immunization-Requirements-Chart.pdf
106,Pharmacy-Academic-Calendar,,Files/pdfs/college-cop/Pharmacy-Academic-Calendar.pdf
107,Pharmacy-Student-Handbook,,Files/pdfs/college-cop/Pharmacy-Student-Handbook.pdf
108,RU-COP-Curriculum,,Files/pdfs/college-cop/RU-COP-Curriculum.pdf
109,RUCOP-Student-Org-Manual,,Files/pdfs/college-cop/RUCOP-Student-Org-Manual.pdf
110,Technical-Standards-Form,,Files/pdfs/college-cop/Technical-Standards-Form.pdf
111,WebMatAgreement,,Files/pdfs/college-cop/WebMatAgreement.pdf
112,1920-parentPLUSLoanChangeRequest,,Files/pdfs/financial-aid/1920-parentPLUSLoanChangeRequest.pdf
113,1920-studentLoanChangeRequest,,Files/pdfs/financial-aid/1920-studentLoanChangeRequest.pdf
114,2019-2020-Fallen-Heroes-Scholarship-Application,,Files/pdfs/financial-aid/2019-2020-Fallen-Heroes-Scholarship-Application.pdf
115,2020-2021-Fallen-Heroes-Scholarship-Application,,Files/pdfs/financial-aid/2020-2021-Fallen-Heroes-Scholarship-Application.pdf
116,2021_parentPLUSLoanChangeRequest,,Files/pdfs/financial-aid/2021_parentPLUSLoanChangeRequest.pdf
117,2021-studentLoanChangeRequest,,Files/pdfs/financial-aid/2021-studentLoanChangeRequest.pdf
118,2020-2021-Borrowers-Acknowledgement-Form,,Files/pdfs/financial-aid/appeal-forms/2020-2021/2020-2021-Borrowers-Acknowledgement-Form.pdf
119,2020-2021-Budget-Appeal-Form,,Files/pdfs/financial-aid/appeal-forms/2020-2021/2020-2021-Budget-Appeal-Form.pdf
120,2020-2021-Dependency-Override-Appeal-Form,,Files/pdfs/financial-aid/appeal-forms/2020-2021/2020-2021-Dependency-Override-Appeal-Form.pdf
121,2020-2021-Satisfactory-Academic-Progress-Appeal,,Files/pdfs/financial-aid/appeal-forms/2020-2021/2020-2021-Satisfactory-Academic-Progress-Appeal.pdf
122,2020-2021-Special-Circumstances-Appeal,,Files/pdfs/financial-aid/appeal-forms/2020-2021/2020-2021-Special-Circumstances-Appeal.pdf
123,2020-2021-Unusual-Enrollment-History-Appeal,,Files/pdfs/financial-aid/appeal-forms/2020-2021/2020-2021-Unusual-Enrollment-History-Appeal.pdf
124,Title-IV-Dual-Auth,,Files/pdfs/financial-aid/consent-forms/Title-IV-Dual-Auth.pdf
125,TitleIVRefund,,Files/pdfs/financial-aid/consent-forms/TitleIVRefund.pdf
126,Summer-Aid-Application,,Files/pdfs/financial-aid/Summer-Aid-Application.pdf
127,2019-2020-Satisfactory-Academic-Progress-Appeal,,Files/pdfs/financial-aid/verification-forms/2019-2020/2019-2020-Satisfactory-Academic-Progress-Appeal.pdf
128,2019-2020-Summer-2020-Financial-Aid-Eligibility,,Files/pdfs/financial-aid/verification-forms/2019-2020/2019-2020-Summer-2020-Financial-Aid-Eligibility.pdf
129,2019-2020-Verification-of-High-School-Completion,,Files/pdfs/financial-aid/verification-forms/2019-2020/2019-2020-Verification-of-High-School-Completion.pdf
130,2019-2020-Verification-of-Identify,,Files/pdfs/financial-aid/verification-forms/2019-2020/2019-2020-Verification-of-Identify.pdf
131,2019-2020-Verification-Worksheet,,Files/pdfs/financial-aid/verification-forms/2019-2020/2019-2020-Verification-Worksheet.pdf
132,2019-2020-TEACH-Grant-App,,Files/pdfs/financial-aid/verification-forms/2020-2021/2019-2020-TEACH-Grant-App.pdf
133,2020-2021-TEACH-Grant-App,,Files/pdfs/financial-aid/verification-forms/2020-2021/2020-2021-TEACH-Grant-App.pdf
134,2020-2021-Verification-of-High-School-Completion,,Files/pdfs/financial-aid/verification-forms/2020-2021/2020-2021-Verification-of-High-School-Completion.pdf
135,2020-2021-Verification-of-Identify,,Files/pdfs/financial-aid/verification-forms/2020-2021/2020-2021-Verification-of-Identify.pdf
136,2020-2021-Verification-Worksheet,,Files/pdfs/financial-aid/verification-forms/2020-2021/2020-2021-Verification-Worksheet.pdf
137,Summer-2020-Financial-Aid-Eligibility-Form,,Files/pdfs/financial-aid/verification-forms/2020-2021/Summer-2020-Financial-Aid-Eligibility-Form.pdf
138,CDS_2017-2018-final,,Files/pdfs/institutional-research/CDS_2017-2018-final.pdf
139,Exchange-Student-Application,,Files/pdfs/international/Exchange-Student-Application.pdf
140,Letter-DLorBank,,Files/pdfs/international/Letter-DLorBank.pdf
141,Letter-Invitation,,Files/pdfs/international/Letter-Invitation.pdf
142,letter-request-form,,Files/pdfs/international/letter-request-form.pdf
143,Travel-Signature-Request,,Files/pdfs/international/Travel-Signature-Request.pdf
144,01BlackboardLoginInstruct,,Files/pdfs/ITS/Blackboard/01BlackboardLoginInstruct.pdf
145,AssignmentLink-Using,,Files/pdfs/ITS/Blackboard/AssignmentLink-Using.pdf
146,Avatar-Photo-Adding,,Files/pdfs/ITS/Blackboard/Avatar-Photo-Adding.pdf
147,BlogEntry-Creating,,Files/pdfs/ITS/Blackboard/BlogEntry-Creating.pdf
148,DiscussionCreateAThreadPost,,Files/pdfs/ITS/Blackboard/DiscussionCreateAThreadPost.pdf
149,JournalEntry-Creating,,Files/pdfs/ITS/Blackboard/JournalEntry-Creating.pdf
150,MyGrades-Viewing,,Files/pdfs/ITS/Blackboard/MyGrades-Viewing.pdf
151,Self-Enroll-Course-Community,,Files/pdfs/ITS/Blackboard/Self-Enroll-Course-Community.pdf
152,SendEmail,,Files/pdfs/ITS/Blackboard/SendEmail.pdf
153,Spring-2017-Course-Schedule-Session-3A-Flex-Track,,Files/pdfs/ITS/Blackboard/Spring-2017-Course-Schedule-Session-3A-Flex-Track.pdf
154,Spring-2017-Course-Schedule-Session-3B-Flex-Track,,Files/pdfs/ITS/Blackboard/Spring-2017-Course-Schedule-Session-3B-Flex-Track.pdf
155,Spring-2017-Course-Schedule-Session-8-Online-Courses,,Files/pdfs/ITS/Blackboard/Spring-2017-Course-Schedule-Session-8-Online-Courses.pdf
156,Survey-Complete,,Files/pdfs/ITS/Blackboard/Survey-Complete.pdf
157,Test-Taking,,Files/pdfs/ITS/Blackboard/Test-Taking.pdf
158,TurnItIn-Submitting,,Files/pdfs/ITS/Blackboard/TurnItIn-Submitting.pdf
159,ViewingDownloadandSavingFiles,,Files/pdfs/ITS/Blackboard/ViewingDownloadandSavingFiles.pdf
160,ViewingTurnItInAssignments,,Files/pdfs/ITS/Blackboard/ViewingTurnItInAssignments.pdf
161,WikiPage-Creating,,Files/pdfs/ITS/Blackboard/WikiPage-Creating.pdf
162,Spring-2020-Course-Finder-Static-063020,,Files/pdfs/ITS/Spring-2020-Course-Finder-Static-063020.pdf
163,Summer-2020-Course-Finder-Static-063020,,Files/pdfs/ITS/Summer-2020-Course-Finder-Static-063020.pdf
164,Summer-Pharmacy-2020-Course-Finder-Static-063020,,Files/pdfs/ITS/Summer-Pharmacy-2020-Course-Finder-Static-063020.pdf
165,FacultyDirectory,,Files/pdfs/library/FacultyDirectory.pdf
166,TrusteesDirectory,,Files/pdfs/library/TrusteesDirectory.pdf
167,bibliography,,Files/pdfs/new-deal/bibliography.pdf
168,mural-worksheet,,Files/pdfs/new-deal/mural-worksheet.pdf
169,news-timeline,,Files/pdfs/new-deal/news-timeline.pdf
170,Closed-By-Choice,,Files/pdfs/news/Closed-By-Choice.pdf
171,ConflictOfInterestResearc,,Files/pdfs/policies/Academic/ConflictOfInterestResearc.pdf
172,Policy-AcademicDishonestyAppeals,,Files/pdfs/policies/Academic/Policy-AcademicDishonestyAppeals.pdf
173,Policy-GradeAppeals,,Files/pdfs/policies/Academic/Policy-GradeAppeals.pdf
174,RepeatedCoursePolicy,,Files/pdfs/policies/Academic/RepeatedCoursePolicy.pdf
175,RetentionOfConfidentialLetters,,Files/pdfs/policies/Academic/RetentionOfConfidentialLetters.pdf
176,ru-policy-no-0-1-academic-integrity-policy-and-appeals-procedure-rev-08-15-18,,Files/pdfs/policies/Academic/ru-policy-no-0-1-academic-integrity-policy-and-appeals-procedure-rev-08-15-18.pdf
177,ru-policy-no-0-16-jury-duty-policy-for-students-rev-08-15-18,,Files/pdfs/policies/Academic/ru-policy-no-0-16-jury-duty-policy-for-students-rev-08-15-18.pdf
178,ru-policy-no-0-17-military-leave-policy-for-students-rev-08-15-18,,Files/pdfs/policies/Academic/ru-policy-no-0-17-military-leave-policy-for-students-rev-08-15-18.pdf
179,ru-policy-no-00-2-final-grade-policy-and-appeals-procedure-rev-08-15-18,,Files/pdfs/policies/Academic/ru-policy-no-00-2-final-grade-policy-and-appeals-procedure-rev-08-15-18.pdf
180,ru-policy-no-00-4-academic-forgiveness-policy-and-procedure-rev-08-15-18,,Files/pdfs/policies/Academic/ru-policy-no-00-4-academic-forgiveness-policy-and-procedure-rev-08-15-18.pdf
